UF;Município;Cod_Município;CN;Cep_Início;Cep_Fim
MT;Castanheira;5102850;66;78000-000;78899-999
MT;Chapada Dos Guimarães;5103007;65;78000-000;78899-999
MT;Cláudia;5103056;66;78000-000;78899-999
MT;Cocalinho;5103106;66;78000-000;78899-999
MT;Colíder;5103205;66;78000-000;78899-999
MT;Colniza;5103254;66;78000-000;78899-999
MT;Comodoro;5103304;65;78000-000;78899-999
MT;Confresa;5103353;66;78000-000;78899-999
MT;Conquista D'Oeste;5103361;65;78000-000;78899-999
MT;Cotriguaçu;5103379;66;78000-000;78899-999
MT;Cuiabá;5103403;65;78000-000;78015-060
MT;Curvelândia;5103437;65;78000-000;78899-999
MT;Denise;5103452;65;78000-000;78899-999
MT;Diamantino;5103502;65;78000-000;78899-999
MT;Dom Aquino;5103601;66;78000-000;78899-999
MT;Feliz Natal;5103700;66;78000-000;78899-999
MT;Figueirópolis D'Oeste;5103809;65;78000-000;78899-999
MT;Gaúcha Do Norte;5103858;66;78000-000;78899-999
MT;General Carneiro;5103908;66;78000-000;78899-999
MT;Glória D'Oeste;5103957;65;78000-000;78899-999
MT;Guarantã Do Norte;5104104;66;78000-000;78899-999
MT;Guiratinga;5104203;66;78000-000;78899-999
MT;Indiavaí;5104500;65;78000-000;78899-999
MT;Itaúba;5104559;66;78000-000;78899-999
MT;Itiquira;5104609;65;78000-000;78899-999
MT;Jaciara;5104807;66;78000-000;78899-999
MT;Jangada;5104906;65;78000-000;78899-999
MT;Jauru;5105002;65;78000-000;78899-999
MT;Juara;5105101;66;78000-000;78899-999
MT;Juína;5105150;66;78000-000;78899-999
MT;Juruena;5105176;66;78000-000;78899-999
MT;Juscimeira;5105200;66;78000-000;78899-999
MT;Lambari D'Oeste;5105234;65;78000-000;78899-999
MT;Lucas Do Rio Verde;5105259;65;78000-000;78899-999
MT;Luciara;5105309;66;78000-000;78899-999
MT;Marcelândia;5105580;66;78000-000;78899-999
MT;Matupá;5105606;66;78000-000;78899-999
MT;Mirassol D'Oeste;5105622;65;78000-000;78899-999
MT;Nobres;5105903;65;78000-000;78899-999
MT;Nortelândia;5106000;65;78000-000;78899-999
MT;Nossa Senhora Do Livramento;5106109;65;78170-000;78170-000
MT;Nova Bandeirantes;5106158;66;78000-000;78899-999
MT;Nova Brasilândia;5106208;66;78000-000;78899-999
MT;Nova Canaã Do Norte;5106216;66;78000-000;78899-999
MT;Nova Guarita;5108808;66;78000-000;78899-999
MT;Nova Lacerda;5106182;65;78000-000;78899-999
MT;Nova Marilândia;5108857;65;78000-000;78899-999
MT;Nova Maringá;5108907;66;78000-000;78899-999
MT;Nova Monte Verde;5108956;66;78000-000;78899-999
MT;Nova Mutum;5106224;65;78450-000;78460-000
MT;Nova Nazaré;5106174;66;78000-000;78899-999
MT;Nova Olímpia;5106232;65;78000-000;78899-999
MT;Nova Santa Helena;5106190;66;78000-000;78899-999
MT;Nova Ubiratã;5106240;66;78000-000;78899-999
MT;Nova Xavantina;5106257;66;78000-000;78899-999
MT;Novo Horizonte Do Norte;5106273;66;78000-000;78899-999
MT;Novo Mundo;5106265;66;78000-000;78899-999
MT;Novo Santo Antônio;5106315;66;78000-000;78899-999
MT;Novo São Joaquim;5106281;66;78000-000;78899-999
MT;Paranaíta;5106299;66;78000-000;78899-999
MT;Paranatinga;5106307;66;78000-000;78899-999
MT;Pedra Preta;5106372;66;78000-000;78899-999
MT;Peixoto De Azevedo;5106422;66;78000-000;78899-999
MT;Planalto Da Serra;5106455;66;78000-000;78899-999
MT;Poconé;5106505;65;78000-000;78899-999
MT;Pontal Do Araguaia;5106653;66;78000-000;78899-999
MT;Ponte Branca;5106703;66;78000-000;78899-999
MT;Pontes E Lacerda;5106752;65;78000-000;78899-999
MT;Porto Alegre Do Norte;5106778;66;78000-000;78899-999
MT;Porto Dos Gaúchos;5106802;66;78000-000;78899-999
MT;Porto Esperidião;5106828;65;78000-000;78899-999
MT;Porto Estrela;5106851;65;78000-000;78899-999
MT;Poxoréu;5107008;66;78000-000;78899-999
MT;Primavera Do Leste;5107040;66;78000-000;78899-999
MT;Querência;5107065;66;78000-000;78899-999
MT;Reserva Do Cabaçal;5107156;65;78000-000;78899-999
MT;Ribeirão Cascalheira;5107180;66;78000-000;78899-999
MT;Ribeirãozinho;5107198;66;78000-000;78899-999
MT;Rio Branco;5107206;65;78000-000;78899-999
MT;Rondolândia;5107578;66;78000-000;78899-999
MT;Rondonópolis;5107602;66;78700-002;78705-303
MT;Rosário Oeste;5107701;65;78000-000;78899-999
MT;Salto Do Céu;5107750;65;78000-000;78899-999
MT;Santa Carmem;5107248;66;78000-000;78899-999
MT;Santa Cruz Do Xingu;5107743;66;78000-000;78899-999
MT;Santa Rita Do Trivelato;5107768;65;78000-000;78899-999
MT;Santa Terezinha;5107776;66;78000-000;78899-999
MT;Santo Afonso;5107263;65;78000-000;78899-999
MT;Santo Antônio Do Leste;5107792;66;78000-000;78899-999
MT;Santo Antônio Do Leverger;5107800;65;78000-000;78899-999
MT;São Félix Do Araguaia;5107859;66;78000-000;78899-999
MT;São José Do Povo;5107297;66;78000-000;78899-999
MT;São José Do Rio Claro;5107305;65;78000-000;78899-999
MT;São José Do Xingu;5107354;66;78000-000;78899-999
MT;São José Dos Quatro Marcos;5107107;65;78000-000;78899-999
MT;São Pedro Da Cipa;5107404;66;78000-000;78899-999
MT;Sapezal;5107875;65;78000-000;78899-999
MT;Serra Nova Dourada;5107883;66;78000-000;78899-999
MT;Sinop;5107909;66;78000-000;78899-999
MT;Sorriso;5107925;66;78000-000;78899-999
MT;Tabaporã;5107941;66;78000-000;78899-999
MT;Tangará Da Serra;5107958;65;78000-000;78899-999
MT;Tapurah;5108006;66;78000-000;78899-999
MT;Terra Nova Do Norte;5108055;66;78000-000;78899-999
MT;Tesouro;5108105;66;78000-000;78899-999
MT;Torixoréu;5108204;66;78000-000;78899-999
MT;União Do Sul;5108303;66;78000-000;78899-999
MT;Vale De São Domingos;5108352;65;78000-000;78899-999
MT;Várzea Grande;5108402;65;78000-000;78899-999
MT;Vera;5108501;66;78000-000;78899-999
MT;Vila Bela Da Santíssima Trindade;5105507;65;78000-000;78899-999
MT;Vila Rica;5108600;66;78000-000;78899-999
PA;Abaetetuba;1500107;91;66000-000;68899-999
PA;Abel Figueiredo;1500131;94;66000-000;68899-999
PA;Acará;1500206;91;66000-000;68899-999
PA;Afuá;1500305;91;66000-000;68899-999
PA;Água Azul Do Norte;1500347;94;66000-000;68899-999
PA;Alenquer;1500404;93;66000-000;68899-999
PA;Almeirim;1500503;93;66000-000;68899-999
PA;Altamira;1500602;93;66000-000;68899-999
PA;Anajás;1500701;91;66000-000;68899-999
PA;Ananindeua;1500800;91;66000-000;68899-999
PA;Anapu;1500859;91;66000-000;68899-999
PA;Augusto Corrêa;1500909;91;66000-000;68899-999
PA;Aurora Do Pará;1500958;91;66000-000;68899-999
PA;Aveiro;1501006;93;66000-000;68899-999
PA;Bagre;1501105;91;66000-000;68899-999
PA;Baião;1501204;91;66000-000;68899-999
PA;Bannach;1501253;94;66000-000;68899-999
PA;Barcarena;1501303;91;66000-000;68899-999
PA;Belém;1501402;91;66000-000;66151-000
PA;Belterra;1501451;93;66000-000;68899-999
PA;Benevides;1501501;91;66000-000;68899-999
PA;Bom Jesus Do Tocantins;1501576;94;66000-000;68899-999
PA;Bonito;1501600;91;66000-000;68899-999
PA;Bragança;1501709;91;66000-000;68899-999
PA;Brasil Novo;1501725;93;66000-000;68899-999
PA;Brejo Grande Do Araguaia;1501758;94;66000-000;68899-999
PA;Breu Branco;1501782;94;66000-000;68899-999
PA;Breves;1501808;91;66000-000;68899-999
PA;Bujaru;1501907;91;66000-000;68899-999
PA;Cachoeira Do Arari;1502004;91;66000-000;68899-999
PA;Cachoeira Do Piriá;1501956;91;66000-000;68899-999
PA;Cametá;1502103;91;66000-000;68899-999
PA;Canaã Dos Carajás;1502152;94;66000-000;68899-999
PA;Capanema;1502202;91;66000-000;68899-999
PA;Capitão Poço;1502301;91;66000-000;68899-999
PA;Castanhal;1502400;91;66000-000;68899-999
PA;Chaves;1502509;91;66000-000;68899-999
PA;Colares;1502608;91;66000-000;68899-999
PA;Conceição Do Araguaia;1502707;94;66000-000;68899-999
PA;Concórdia Do Pará;1502756;91;66000-000;68899-999
PA;Cumaru Do Norte;1502764;94;66000-000;68899-999
PA;Curionópolis;1502772;94;66000-000;68899-999
PA;Curralinho;1502806;91;66000-000;68899-999
PA;Curuá;1502855;93;66000-000;68899-999
PA;Curuçá;1502905;91;66000-000;68899-999
PA;Dom Eliseu;1502939;94;66000-000;68899-999
PA;Eldorado Do Carajás;1502954;94;66000-000;68899-999
PA;Faro;1503002;93;66000-000;68899-999
PA;Floresta Do Araguaia;1503044;94;66000-000;68899-999
PA;Garrafão Do Norte;1503077;91;66000-000;68899-999
PA;Goianésia Do Pará;1503093;94;66000-000;68899-999
PA;Gurupá;1503101;91;66000-000;68899-999
PA;Igarapé-Açu;1503200;91;66000-000;68899-999
PA;Igarapé-Miri;1503309;91;66000-000;68899-999
PA;Inhangapi;1503408;91;66000-000;68899-999
PA;Ipixuna Do Pará;1503457;91;66000-000;68899-999
PA;Irituia;1503507;91;66000-000;68899-999
PA;Itaituba;1503606;93;66000-000;68899-999
PA;Itupiranga;1503705;94;66000-000;68899-999
PA;Jacareacanga;1503754;93;66000-000;68899-999
PA;Jacundá;1503804;94;66000-000;68899-999
PA;Juruti;1503903;93;66000-000;68899-999
PA;Limoeiro Do Ajuru;1504000;91;66000-000;68899-999
PA;Mãe Do Rio;1504059;91;66000-000;68899-999
PA;Magalhães Barata;1504109;91;66000-000;68899-999
PA;Marabá;1504208;94;66000-000;68899-999
PA;Maracanã;1504307;91;66000-000;68899-999
PA;Marapanim;1504406;91;66000-000;68899-999
PA;Marituba;1504422;91;66000-000;68899-999
PA;Medicilândia;1504455;93;66000-000;68899-999
PA;Melgaço;1504505;91;66000-000;68899-999
PA;Mocajuba;1504604;91;66000-000;68899-999
PA;Moju;1504703;91;66000-000;68899-999
PA;Monte Alegre;1504802;93;66000-000;68899-999
PA;Muaná;1504901;91;66000-000;68899-999
PA;Nova Esperança Do Piriá;1504950;91;66000-000;68899-999
PA;Nova Ipixuna;1504976;94;66000-000;68899-999
PA;Nova Timboteua;1505007;91;66000-000;68899-999
PA;Novo Progresso;1505031;93;66000-000;68899-999
